trail_id,name,city,region_name,country_name,_geoloc,popularity,length,elevation_start,elevation_gain,elevation_max,unit,duration_minutes,avg_rating,difficulty,visitor_usage,season,route_type,review_count,photo_count,track_count,completed_count,activities,features,obstacles,slug,overview
10303839,Zermatt - Edelweiss,Zermatt,Valais,Switzerland,"{'lat': 46.01944, 'lng': 7.74607}",94.1709,3218.68,1625.8032,335.88960000000003,1964.7408,m,104.0,4.6,3,3.0,"{'start': 5, 'end': 10}","{'uid': 'O', 'name': 'Out & Back'}",209,289,374,424,"['hiking', 'trail-running']","['dogs', 'forest', 'kids', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['bridge-out', 'no-shade']",switzerland/valais/zermatt-edelweiss,"Experience this 2.0-mile out-and-back trail near Zermatt, Valais. Generally considered a moderately challenging route, it takes an average of 1 h 44 min to complete. This is a very popular area for hiking and running, so you'll likely encounter other people while exploring. The best times to visit this trail are May through October. Dogs are welcome and may be off-leash in some areas."
10303841,Zermatt - Fluhalp,Zermatt,Valais,Switzerland,"{'lat': 46.01166, 'lng': 7.74829}",78.3881,13679.39,1687.9824,993.9528,2614.8792000000003,m,,4.4,5,2.0,"{'start': 6, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",28,783,38,49,"['birding', 'hiking', 'snowshoeing', 'trail-running']","['dogs', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['no-shade', 'rocky', 'scramble', 'snow']",switzerland/valais/zermatt-fluhalp,"Try this 8.5-mile loop trail near Zermatt, Valais. Generally considered a challenging route. This is a popular trail for birding, hiking, and snowshoeing, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are June through September. Dogs are welcome and may be off-leash in some areas."
10306837,Panorama Rundweg Thunersee,Hilterfingen,Bern,Switzerland,"{'lat': 46.75542, 'lng': 7.63086}",63.8444,65017.335999999996,569.976,1576.7304000000001,1208.8368,m,1017.0,3.9,3,3.0,"{'start': 5, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",8,164,14,34,"['backpacking', 'bike-touring', 'birding', 'hiking', 'road-biking', 'trail-running']","['dogs', 'forest', 'lake', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']",[],switzerland/bern/panorama-rundweg-thunersee,"Check out this 40.4-mile loop trail near Hilterfingen, Bern. Generally considered a moderately challenging route, it takes an average of 16 h 57 min to complete. This is a very popular area for backpacking, birding, and hiking, so you'll likely encounter other people while exploring. The best times to visit this trail are May through September. Dogs are welcome and may be off-leash in some areas."
10308021,Noiraigue - Creux-du-Van,Travers,Neuchâtel,Switzerland,"{'lat': 46.95501, 'lng': 6.72212}",96.0775,12070.05,726.9480000000001,821.7408,1460.9064,m,300.0,4.5,5,4.0,"{'start': 5, 'end': 10}","{'uid': 'L', 'name': 'Loop'}",302,840,438,563,"['birding', 'hiking', 'trail-running']","['dogs-leash', 'forest', 'historic-site', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']",['rocky'],switzerland/neuchatel/le-creux-du-van,"Check out this 7.5-mile loop trail near Travers, Neuchâtel. Generally considered a challenging route, it takes an average of 5 h 0 min to complete. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are May through October. Dogs are welcome, but must be on a leash."
10314642,Strahlhorn Peak,Saas-Almagell,Valais,Switzerland,"{'lat': 46.04792, 'lng': 7.95456}",4.9919,29933.724000000002,2217.7248,2338.7304,4166.9208,m,,0.0,5,1.0,"{'start': None, 'end': None}","{'uid': 'O', 'name': 'Out & Back'}",0,86,2,2,"['backpacking', 'camping', 'hiking', 'snowshoeing']","['lake', 'views']","['no-shade', 'off-trail', 'rocky', 'snow']",switzerland/valais/strahlhorn-peak,"Experience this 18.6-mile out-and-back trail near Saas-Almagell, Valais. Generally considered a challenging route. This trail is great for backpacking, camping, and hiking, and it's unlikely you'll encounter many other people while exploring."
10315029,Lake Mattmark - Monte Moro Pass,Saas-Almagell,Valais,Switzerland,"{'lat': 46.04854, 'lng': 7.95549}",77.5883,16093.4,2200.9608000000003,910.7424000000001,2870.9112,m,,4.6,5,2.0,"{'start': 5, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",32,174,57,49,"['birding', 'hiking']","['dogs', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['no-shade', 'rocky', 'scramble', 'snow']",switzerland/valais/mattmarksee-monte-moro-pass,"Experience this 10.0-mile loop trail near Saas-Almagell, Valais. Generally considered a challenging route. This is a popular trail for birding and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are May through September. Dogs are welcome and may be off-leash in some areas."
10316564,Nozon: St Loup - Croy,Pompaples,Vaud,Switzerland,"{'lat': 46.66582, 'lng': 6.50557}",84.4558,12391.918,510.8448,277.9776,670.8648000000001,m,189.0,4.5,3,3.0,"{'start': 2, 'end': 10}","{'uid': 'L', 'name': 'Loop'}",71,235,73,102,"['birding', 'hiking', 'trail-running']","['cave', 'dogs-leash', 'forest', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']",[],switzerland/vaud/nozon-st-loup-to-croy,"Head out on this 7.7-mile loop trail near Pompaples, Vaud. Generally considered a moderately challenging route, it takes an average of 3 h 9 min to complete. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are February through October. Dogs are welcome, but must be on a leash."
10319825,Château de Landskron - Kloster Mariastein - Rodersdorf,Mariastein,Solothurn,Switzerland,"{'lat': 47.49065, 'lng': 7.48153}",68.6184,10621.643999999998,412.6992,311.8104,529.7424,m,178.0,4.1,3,3.0,"{'start': 2, 'end': 11}","{'uid': 'L', 'name': 'Loop'}",21,52,28,32,"['birding', 'hiking', 'trail-running']","['dogs', 'forest', 'historic-site', 'kids', 'wild-flowers', 'wildlife']",[],switzerland/solothurn/chateau-de-landskron-kloster-mariastein-rodersdorf,"Enjoy this 6.6-mile loop trail near Mariastein, Solothurn. Generally considered a moderately challenging route, it takes an average of 2 h 58 min to complete. This is a very popular area for birding, hiking, and running, so you'll likely encounter other people while exploring. The best times to visit this trail are February through November. Dogs are welcome and may be off-leash in some areas."
10320794,Gandria - Monte Boglia,Gandria,Ticino,Switzerland,"{'lat': 46.00603, 'lng': 9.0026}",69.5434,16254.333999999999,339.85200000000003,1203.96,1493.8248,m,424.0,4.9,5,2.0,"{'start': 4, 'end': 10}","{'uid': 'O', 'name': 'Out & Back'}",14,351,13,39,"['birding', 'hiking']","['forest', 'historic-site', 'lake', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']",[],switzerland/ticino/gandria-monte-boglia,"Explore this 10.1-mile out-and-back trail near Gandria, Ticino. Generally considered a challenging route, it takes an average of 7 h 4 min to complete. This is a popular trail for birding and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are April through October."
10323740,Oeschinensee via Kandersteg,Kandersteg,Bern,Switzerland,"{'lat': 46.49702, 'lng': 7.68235}",98.0498,8690.436,1204.8744000000002,542.8488,1687.9824,m,205.0,4.5,5,4.0,"{'start': 5, 'end': 9}","{'uid': 'L', 'name': 'Loop'}",502,837,736,1032,"['birding', 'hiking', 'mountain-biking', 'trail-running']","['dogs-leash', 'forest', 'lake', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['no-shade', 'snow']",switzerland/bern/oeschinensee-uber-kandersteg,"Experience this 5.4-mile loop trail near Kandersteg, Bern. Generally considered a challenging route, it takes an average of 3 h 25 min to complete. This is a very popular area for birding, hiking, and mountain biking, so you'll likely encounter other people while exploring. The best times to visit this trail are May through September. Dogs are welcome, but must be on a leash."
